,Cell,Ensemble_Member,Country,GWL,RCP,FFDI,RH,Temperature,Precipitation,Wind_Speed,Soil_Moisture
19032,"(49, 37)",akuml,Australia,GWL1.5,rcp2.6,33.606850390508534,36.76751157529184,34.13274694785912,1.1041597601747841,21.859731168207155,174.6733142421834
19033,"(49, 37)",akumm,Australia,GWL1.5,rcp2.6,32.0702198013239,36.62448225088365,33.63049460015755,1.0200471072228918,18.758867293899417,140.64290534919542
19034,"(49, 37)",akumn,Australia,GWL1.5,rcp2.6,31.474066969055436,34.47149654347299,33.88042797489629,0.7939844868149253,21.79163452631992,178.6584787497302
19035,"(49, 37)",akumq,Australia,GWL1.5,rcp2.6,33.16247949504395,38.36860108520396,31.61720417481581,0.8643044830043138,21.076811236116576,159.60238397164883
19036,"(49, 37)",akuna,Australia,GWL1.5,rcp2.6,31.129424255992845,36.00871311302568,34.565199762682454,0.9766301804249484,21.334127277114344,179.70757380456828
19037,"(49, 37)",akunb,Australia,GWL1.5,rcp2.6,32.85774285609979,39.273502503165716,31.188665204108517,0.5977105409280382,19.82371030179758,139.57137899278086
19038,"(49, 37)",akunc,Australia,GWL1.5,rcp2.6,33.21898763967599,35.741931086159795,34.173607748062885,0.8440423797735206,20.756034833995564,140.49158471946507
19039,"(49, 37)",akund,Australia,GWL1.5,rcp2.6,31.549466370616674,39.35203665402269,32.25242105131528,1.2308501276940023,20.695130119299975,182.70523521937236
19040,"(49, 37)",akune,Australia,GWL1.5,rcp2.6,32.40110512152296,35.81840741709913,32.16476625846215,0.7355715681937434,21.631851525103766,174.3196084877082
19041,"(49, 37)",akung,Australia,GWL1.5,rcp2.6,31.70071388896491,41.06430759799096,30.978803927513862,1.1500039872056784,20.128921208451708,144.44720852759576
19042,"(49, 37)",akunh,Australia,GWL1.5,rcp2.6,33.574465865796384,35.75789069858227,32.873396979437935,0.5464611071359576,21.390241787160065,152.95664478745883
19043,"(49, 37)",akuni,Australia,GWL1.5,rcp2.6,33.19154378077033,41.391982854354744,31.86401412007178,1.1974422818651118,20.819406475620017,153.8419713622275
19044,"(49, 37)",akunj,Australia,GWL1.5,rcp2.6,32.59291009970298,40.63228464778415,32.35968006547192,1.2292948583033558,20.503258793056368,159.6213309912777
19045,"(49, 37)",akunl,Australia,GWL1.5,rcp2.6,31.41619856040705,38.62343404592112,33.124367895005626,1.0881518757040909,21.681740396745198,189.96977484980715
19046,"(49, 37)",akunn,Australia,GWL1.5,rcp2.6,32.58234174959402,37.667524157936406,32.89364029762779,0.9120132782319834,21.46038250631676,163.69952691337596
19047,"(49, 37)",akuno,Australia,GWL1.5,rcp2.6,33.87905520082127,34.40698198059149,33.58288935192844,0.5406115200679444,22.017118002079712,153.50599133340936
